pr,"	Year", Month, Country, ISO3, ISO2
211.005,2009,10,SLB,,
219.104,2009,11,SLB,,
267.958,2009,12,SLB,,
336.693,2010,1,SLB,,
325.675,2010,2,SLB,,
347.339,2010,3,SLB,,
256.824,2010,4,SLB,,
219.521,2010,5,SLB,,
179.226,2010,6,SLB,,
238.709,2010,7,SLB,,
222.286,2010,8,SLB,,
204.094,2010,9,SLB,,
211.005,2010,10,SLB,,
219.104,2010,11,SLB,,
267.958,2010,12,SLB,,
336.693,2011,1,SLB,,
325.675,2011,2,SLB,,
347.339,2011,3,SLB,,
256.824,2011,4,SLB,,
219.521,2011,5,SLB,,
179.226,2011,6,SLB,,
238.709,2011,7,SLB,,
222.286,2011,8,SLB,,
204.094,2011,9,SLB,,
211.005,2011,10,SLB,,
219.104,2011,11,SLB,,
267.958,2011,12,SLB,,
336.693,2012,1,SLB,,
325.675,2012,2,SLB,,
347.339,2012,3,SLB,,
256.824,2012,4,SLB,,
219.521,2012,5,SLB,,
179.226,2012,6,SLB,,
238.709,2012,7,SLB,,
222.286,2012,8,SLB,,
204.094,2012,9,SLB,,
211.005,2012,10,SLB,,
219.104,2012,11,SLB,,
267.958,2012,12,SLB,,
336.693,2013,1,SLB,,
325.675,2013,2,SLB,,
347.339,2013,3,SLB,,
256.824,2013,4,SLB,,
219.521,2013,5,SLB,,
179.226,2013,6,SLB,,
238.709,2013,7,SLB,,
222.286,2013,8,SLB,,
204.094,2013,9,SLB,,
211.005,2013,10,SLB,,
219.104,2013,11,SLB,,
267.958,2013,12,SLB,,
336.693,2014,1,SLB,,
325.675,2014,2,SLB,,
347.339,2014,3,SLB,,
256.824,2014,4,SLB,,
219.521,2014,5,SLB,,
179.226,2014,6,SLB,,
238.709,2014,7,SLB,,
222.286,2014,8,SLB,,
204.094,2014,9,SLB,,
211.005,2014,10,SLB,,
219.104,2014,11,SLB,,
267.958,2014,12,SLB,,
336.693,2015,1,SLB,,
325.675,2015,2,SLB,,
347.339,2015,3,SLB,,
256.824,2015,4,SLB,,
219.521,2015,5,SLB,,
179.226,2015,6,SLB,,
238.709,2015,7,SLB,,
222.286,2015,8,SLB,,
204.094,2015,9,SLB,,
211.005,2015,10,SLB,,
219.104,2015,11,SLB,,
267.958,2015,12,SLB,,
3.5838,1901,1,SOM,,
6.44215,1901,2,SOM,,
12.6113,1901,3,SOM,,
59.5534,1901,4,SOM,,
57.3841,1901,5,SOM,,
14.9952,1901,6,SOM,,
13.8455,1901,7,SOM,,
21.2597,1901,8,SOM,,
15.4343,1901,9,SOM,,
42.4205,1901,10,SOM,,
31.2617,1901,11,SOM,,
28.6071,1901,12,SOM,,
3.30111,1902,1,SOM,,
3.14301,1902,2,SOM,,
10.1957,1902,3,SOM,,
49.0733,1902,4,SOM,,
66.1796,1902,5,SOM,,
17.149,1902,6,SOM,,
9.60518,1902,7,SOM,,
6.15817,1902,8,SOM,,
10.0543,1902,9,SOM,,
47.7415,1902,10,SOM,,
58.8564,1902,11,SOM,,
7.51992,1902,12,SOM,,
4.2311,1903,1,SOM,,
3.44536,1903,2,SOM,,
10.6696,1903,3,SOM,,
55.1863,1903,4,SOM,,
51.5341,1903,5,SOM,,
11.4674,1903,6,SOM,,
10.8842,1903,7,SOM,,
8.57617,1903,8,SOM,,
33.7945,1903,9,SOM,,
47.0728,1903,10,SOM,,
29.565,1903,11,SOM,,
8.33757,1903,12,SOM,,
3.12584,1904,1,SOM,,
2.86781,1904,2,SOM,,
15.3417,1904,3,SOM,,
48.1637,1904,4,SOM,,
52.7251,1904,5,SOM,,
17.0172,1904,6,SOM,,
11.326,1904,7,SOM,,
6.09724,1904,8,SOM,,
29.0713,1904,9,SOM,,
43.39,1904,10,SOM,,
37.9476,1904,11,SOM,,
7.76733,1904,12,SOM,,
3.29614,1905,1,SOM,,
2.86367,1905,2,SOM,,
32.0988,1905,3,SOM,,
67.6524,1905,4,SOM,,
56.9971,1905,5,SOM,,
12.1894,1905,6,SOM,,
13.9203,1905,7,SOM,,
7.48842,1905,8,SOM,,
32.4469,1905,9,SOM,,
43.8148,1905,10,SOM,,
45.8894,1905,11,SOM,,
6.68408,1905,12,SOM,,
2.9985,1906,1,SOM,,
3.53847,1906,2,SOM,,
17.7345,1906,3,SOM,,
73.9728,1906,4,SOM,,
62.7478,1906,5,SOM,,
22.0874,1906,6,SOM,,
16.1909,1906,7,SOM,,
8.29425,1906,8,SOM,,
8.68629,1906,9,SOM,,
41.1749,1906,10,SOM,,
40.2633,1906,11,SOM,,
7.28398,1906,12,SOM,,
3.39218,1907,1,SOM,,
2.99135,1907,2,SOM,,
9.66122,1907,3,SOM,,
66.7529,1907,4,SOM,,
66.4622,1907,5,SOM,,
12.4625,1907,6,SOM,,
14.4993,1907,7,SOM,,
8.56754,1907,8,SOM,,
14.0621,1907,9,SOM,,
44.6782,1907,10,SOM,,
38.0512,1907,11,SOM,,
17.6969,1907,12,SOM,,
3.55902,1908,1,SOM,,
2.76343,1908,2,SOM,,
10.4317,1908,3,SOM,,
56.2791,1908,4,SOM,,
58.1941,1908,5,SOM,,
12.6616,1908,6,SOM,,
11.8144,1908,7,SOM,,
8.57132,1908,8,SOM,,
13.0309,1908,9,SOM,,
48.6602,1908,10,SOM,,
33.2362,1908,11,SOM,,
7.11675,1908,12,SOM,,
3.66822,1909,1,SOM,,
2.59225,1909,2,SOM,,
9.89909,1909,3,SOM,,
52.3171,1909,4,SOM,,
54.0085,1909,5,SOM,,
11.5919,1909,6,SOM,,
12.1198,1909,7,SOM,,
19.7183,1909,8,SOM,,
9.16117,1909,9,SOM,,
40.9264,1909,10,SOM,,
32.7328,1909,11,SOM,,
10.266,1909,12,SOM,,
3.04306,1910,1,SOM,,
2.59172,1910,2,SOM,,
11.7495,1910,3,SOM,,
49.1725,1910,4,SOM,,
80.1521,1910,5,SOM,,
12.6816,1910,6,SOM,,
15.1529,1910,7,SOM,,
13.0737,1910,8,SOM,,
9.37573,1910,9,SOM,,
40.7882,1910,10,SOM,,
31.0418,1910,11,SOM,,
10.9257,1910,12,SOM,,
2.5426,1911,1,SOM,,
2.4204,1911,2,SOM,,
21.1502,1911,3,SOM,,
68.4322,1911,4,SOM,,
42.5328,1911,5,SOM,,
9.69457,1911,6,SOM,,
18.2677,1911,7,SOM,,
9.71147,1911,8,SOM,,
37.1732,1911,9,SOM,,
43.6174,1911,10,SOM,,
32.8317,1911,11,SOM,,
5.23068,1911,12,SOM,,
2.63066,1912,1,SOM,,
4.25777,1912,2,SOM,,
10.053,1912,3,SOM,,
76.0979,1912,4,SOM,,
41.2544,1912,5,SOM,,
8.79617,1912,6,SOM,,
8.4645,1912,7,SOM,,
12.3721,1912,8,SOM,,
7.94716,1912,9,SOM,,
31.4326,1912,10,SOM,,
76.4228,1912,11,SOM,,
9.01436,1912,12,SOM,,
2.29542,1913,1,SOM,,
2.92854,1913,2,SOM,,
21.9431,1913,3,SOM,,
43.365,1913,4,SOM,,
64.0745,1913,5,SOM,,
14.0657,1913,6,SOM,,
7.4455,1913,7,SOM,,
11.7116,1913,8,SOM,,
10.8558,1913,9,SOM,,
62.3797,1913,10,SOM,,
60.3613,1913,11,SOM,,
5.05185,1913,12,SOM,,
3.1453,1914,1,SOM,,
2.33381,1914,2,SOM,,
9.0554,1914,3,SOM,,
39.2737,1914,4,SOM,,
55.1676,1914,5,SOM,,
13.814,1914,6,SOM,,
9.52653,1914,7,SOM,,
24.3657,1914,8,SOM,,
23.4001,1914,9,SOM,,
48.7451,1914,10,SOM,,
33.9371,1914,11,SOM,,
5.43033,1914,12,SOM,,
2.17454,1915,1,SOM,,
1.70759,1915,2,SOM,,
8.31243,1915,3,SOM,,
30.9,1915,4,SOM,,
46.3105,1915,5,SOM,,
12.6925,1915,6,SOM,,
11.1059,1915,7,SOM,,
5.17271,1915,8,SOM,,
21.6538,1915,9,SOM,,
25.0777,1915,10,SOM,,
32.2537,1915,11,SOM,,
7.85375,1915,12,SOM,,
3.97325,1916,1,SOM,,
5.80054,1916,2,SOM,,
13.4469,1916,3,SOM,,
47.6065,1916,4,SOM,,
34.9054,1916,5,SOM,,
19.152,1916,6,SOM,,
26.5848,1916,7,SOM,,
12.4182,1916,8,SOM,,
13.1713,1916,9,SOM,,
24.2402,1916,10,SOM,,
20.4607,1916,11,SOM,,
11.5211,1916,12,SOM,,
3.50594,1917,1,SOM,,
2.17348,1917,2,SOM,,
6.2773,1917,3,SOM,,
66.1185,1917,4,SOM,,
55.9408,1917,5,SOM,,
11.0578,1917,6,SOM,,
14.5098,1917,7,SOM,,
15.0229,1917,8,SOM,,
19.5174,1917,9,SOM,,
34.3886,1917,10,SOM,,
15.4861,1917,11,SOM,,
3.91646,1917,12,SOM,,
2.62109,1918,1,SOM,,
2.3286,1918,2,SOM,,
7.66995,1918,3,SOM,,
45.7543,1918,4,SOM,,
40.8024,1918,5,SOM,,
13.3143,1918,6,SOM,,
10.6497,1918,7,SOM,,
5.92073,1918,8,SOM,,
8.78574,1918,9,SOM,,
35.1069,1918,10,SOM,,
21.5014,1918,11,SOM,,
7.49291,1918,12,SOM,,
2.14908,1919,1,SOM,,
2.24579,1919,2,SOM,,
25.145,1919,3,SOM,,
47.4111,1919,4,SOM,,
42.889,1919,5,SOM,,
16.0037,1919,6,SOM,,
18.1362,1919,7,SOM,,
7.0815,1919,8,SOM,,
11.8443,1919,9,SOM,,
55.3311,1919,10,SOM,,
20.0051,1919,11,SOM,,
5.6259,1919,12,SOM,,
2.54301,1920,1,SOM,,
3.77667,1920,2,SOM,,
35.6394,1920,3,SOM,,
56.0345,1920,4,SOM,,
42.1426,1920,5,SOM,,
8.43351,1920,6,SOM,,
9.30419,1920,7,SOM,,
19.3015,1920,8,SOM,,
9.83738,1920,9,SOM,,
47.2113,1920,10,SOM,,
34.6774,1920,11,SOM,,
14.818,1920,12,SOM,,
3.34763,1921,1,SOM,,
1.41579,1921,2,SOM,,
3.09479,1921,3,SOM,,
33.2534,1921,4,SOM,,
55.1183,1921,5,SOM,,
17.3655,1921,6,SOM,,
12.514,1921,7,SOM,,
11.5449,1921,8,SOM,,
11.3564,1921,9,SOM,,
46.0894,1921,10,SOM,,
11.4259,1921,11,SOM,,
3.44421,1921,12,SOM,,
2.0552,1922,1,SOM,,
2.27228,1922,2,SOM,,
20.0804,1922,3,SOM,,
39.312,1922,4,SOM,,
63.6356,1922,5,SOM,,
11.2942,1922,6,SOM,,
27.841,1922,7,SOM,,
7.28296,1922,8,SOM,,
14.8126,1922,9,SOM,,
56.8151,1922,10,SOM,,
7.50703,1922,11,SOM,,
13.719,1922,12,SOM,,
2.4067,1923,1,SOM,,
8.34138,1923,2,SOM,,
18.7539,1923,3,SOM,,
82.4529,1923,4,SOM,,
65.9522,1923,5,SOM,,
20.9568,1923,6,SOM,,
19.0105,1923,7,SOM,,
8.37077,1923,8,SOM,,
19.2246,1923,9,SOM,,
98.6347,1923,10,SOM,,
47.8447,1923,11,SOM,,
21.2767,1923,12,SOM,,
3.17401,1924,1,SOM,,
3.58883,1924,2,SOM,,
10.9184,1924,3,SOM,,
53.2594,1924,4,SOM,,
42.414,1924,5,SOM,,
25.6312,1924,6,SOM,,
14.3688,1924,7,SOM,,
9.32886,1924,8,SOM,,
12.9735,1924,9,SOM,,
29.983,1924,10,SOM,,
25.6751,1924,11,SOM,,
22.4731,1924,12,SOM,,
5.41322,1925,1,SOM,,
2.12499,1925,2,SOM,,
8.88678,1925,3,SOM,,
24.8269,1925,4,SOM,,
48.8566,1925,5,SOM,,
18.3449,1925,6,SOM,,
14.6816,1925,7,SOM,,
15.8839,1925,8,SOM,,
9.62289,1925,9,SOM,,
72.7262,1925,10,SOM,,
102.23,1925,11,SOM,,
2.85968,1925,12,SOM,,
5.72466,1926,1,SOM,,
11.1817,1926,2,SOM,,
20.4597,1926,3,SOM,,
71.4212,1926,4,SOM,,
93.2274,1926,5,SOM,,
15.2674,1926,6,SOM,,
25.2829,1926,7,SOM,,
10.2897,1926,8,SOM,,
15.6976,1926,9,SOM,,
33.1082,1926,10,SOM,,
43.134,1926,11,SOM,,
3.95524,1926,12,SOM,,
1.40985,1927,1,SOM,,
1.29694,1927,2,SOM,,
10.9849,1927,3,SOM,,
47.0024,1927,4,SOM,,
79.7767,1927,5,SOM,,
35.7275,1927,6,SOM,,
16.768,1927,7,SOM,,
7.27699,1927,8,SOM,,
19.4934,1927,9,SOM,,
20.7653,1927,10,SOM,,
33.8512,1927,11,SOM,,
7.62667,1927,12,SOM,,
1.95626,1928,1,SOM,,
6.10439,1928,2,SOM,,
3.33847,1928,3,SOM,,
38.7195,1928,4,SOM,,
60.5045,1928,5,SOM,,
11.4915,1928,6,SOM,,
5.17776,1928,7,SOM,,
18.564,1928,8,SOM,,
6.93781,1928,9,SOM,,
25.6004,1928,10,SOM,,
76.4233,1928,11,SOM,,
7.33261,1928,12,SOM,,
1.75566,1929,1,SOM,,
4.29905,1929,2,SOM,,
3.15796,1929,3,SOM,,
44.8129,1929,4,SOM,,
27.1309,1929,5,SOM,,
20.6631,1929,6,SOM,,
23.8426,1929,7,SOM,,
12.9572,1929,8,SOM,,
31.4194,1929,9,SOM,,
54.3389,1929,10,SOM,,
25.6679,1929,11,SOM,,
24.7053,1929,12,SOM,,
5.4082,1930,1,SOM,,
3.18061,1930,2,SOM,,
19.5799,1930,3,SOM,,
81.1731,1930,4,SOM,,
30.0443,1930,5,SOM,,
12.0687,1930,6,SOM,,
8.3273,1930,7,SOM,,
13.1349,1930,8,SOM,,
7.47408,1930,9,SOM,,
52.5052,1930,10,SOM,,
19.7032,1930,11,SOM,,
17.3288,1930,12,SOM,,
3.16413,1931,1,SOM,,
5.93211,1931,2,SOM,,
13.0397,1931,3,SOM,,
26.0602,1931,4,SOM,,
68.2794,1931,5,SOM,,
14.1367,1931,6,SOM,,
12.8324,1931,7,SOM,,
13.9741,1931,8,SOM,,
8.96503,1931,9,SOM,,
56.7743,1931,10,SOM,,
22.8394,1931,11,SOM,,
2.68776,1931,12,SOM,,
1.72106,1932,1,SOM,,
1.20966,1932,2,SOM,,
19.4735,1932,3,SOM,,
38.724,1932,4,SOM,,
46.8013,1932,5,SOM,,
25.1594,1932,6,SOM,,
9.50235,1932,7,SOM,,
22.5025,1932,8,SOM,,
15.2854,1932,9,SOM,,
23.4937,1932,10,SOM,,
15.0855,1932,11,SOM,,
30.4548,1932,12,SOM,,
7.2329,1933,1,SOM,,
1.51523,1933,2,SOM,,
4.54127,1933,3,SOM,,
62.5889,1933,4,SOM,,
42.5933,1933,5,SOM,,
19.2754,1933,6,SOM,,
11.34,1933,7,SOM,,
15.3452,1933,8,SOM,,
12.8602,1933,9,SOM,,
47.7192,1933,10,SOM,,
26.5997,1933,11,SOM,,
14.7506,1933,12,SOM,,
1.35308,1934,1,SOM,,
0.94141,1934,2,SOM,,
3.25366,1934,3,SOM,,
50.0703,1934,4,SOM,,
70.1441,1934,5,SOM,,
22.0234,1934,6,SOM,,
21.2923,1934,7,SOM,,
8.04227,1934,8,SOM,,
10.5457,1934,9,SOM,,
46.6043,1934,10,SOM,,
8.27083,1934,11,SOM,,
7.51773,1934,12,SOM,,
0.96184,1935,1,SOM,,
4.86464,1935,2,SOM,,
2.56676,1935,3,SOM,,
35.7695,1935,4,SOM,,
101.512,1935,5,SOM,,
12.8887,1935,6,SOM,,
5.72793,1935,7,SOM,,
13.7176,1935,8,SOM,,
15.965,1935,9,SOM,,
46.5812,1935,10,SOM,,
19.1325,1935,11,SOM,,
12.649,1935,12,SOM,,
3.53565,1936,1,SOM,,
14.7721,1936,2,SOM,,
28.2213,1936,3,SOM,,
65.2221,1936,4,SOM,,
29.4573,1936,5,SOM,,
21.2539,1936,6,SOM,,
18.0999,1936,7,SOM,,
11.771,1936,8,SOM,,
29.4066,1936,9,SOM,,
61.8601,1936,10,SOM,,
12.3822,1936,11,SOM,,
16.1683,1936,12,SOM,,
1.86637,1937,1,SOM,,
1.98348,1937,2,SOM,,
30.691,1937,3,SOM,,
67.1481,1937,4,SOM,,
69.1985,1937,5,SOM,,
19.2842,1937,6,SOM,,
9.20774,1937,7,SOM,,
7.24189,1937,8,SOM,,
13.621,1937,9,SOM,,
52.2604,1937,10,SOM,,
29.2372,1937,11,SOM,,
3.53483,1937,12,SOM,,
6.19257,1938,1,SOM,,
0.84135,1938,2,SOM,,
2.94107,1938,3,SOM,,
37.0543,1938,4,SOM,,
37.7247,1938,5,SOM,,
18.139,1938,6,SOM,,
17.2563,1938,7,SOM,,
13.6541,1938,8,SOM,,
8.04875,1938,9,SOM,,
57.2835,1938,10,SOM,,
26.7435,1938,11,SOM,,
8.40062,1938,12,SOM,,
3.78453,1939,1,SOM,,
2.48604,1939,2,SOM,,
12.6185,1939,3,SOM,,
41.84,1939,4,SOM,,
30.4434,1939,5,SOM,,
12.3841,1939,6,SOM,,
2.42967,1939,7,SOM,,
3.46173,1939,8,SOM,,
5.4088,1939,9,SOM,,
38.4227,1939,10,SOM,,
8.77265,1939,11,SOM,,
1.96116,1939,12,SOM,,
1.17514,1940,1,SOM,,
6.76274,1940,2,SOM,,
28.4551,1940,3,SOM,,
65.4147,1940,4,SOM,,
39.407,1940,5,SOM,,
17.3066,1940,6,SOM,,
15.4494,1940,7,SOM,,
10.8269,1940,8,SOM,,
3.57466,1940,9,SOM,,
28.3465,1940,10,SOM,,
14.5011,1940,11,SOM,,
9.16237,1940,12,SOM,,
4.08739,1941,1,SOM,,
10.7104,1941,2,SOM,,
33.8006,1941,3,SOM,,
45.6964,1941,4,SOM,,
38.5143,1941,5,SOM,,
11.0847,1941,6,SOM,,
10.0688,1941,7,SOM,,
4.71205,1941,8,SOM,,
15.704,1941,9,SOM,,
57.3208,1941,10,SOM,,
67.8125,1941,11,SOM,,
17.2087,1941,12,SOM,,
1.57168,1942,1,SOM,,
1.14202,1942,2,SOM,,
5.87283,1942,3,SOM,,
47.9073,1942,4,SOM,,
45.9477,1942,5,SOM,,
3.22562,1942,6,SOM,,
6.69325,1942,7,SOM,,
5.8673,1942,8,SOM,,
7.38028,1942,9,SOM,,
54.4126,1942,10,SOM,,
29.1195,1942,11,SOM,,
3.09582,1942,12,SOM,,
1.30481,1943,1,SOM,,
4.71503,1943,2,SOM,,
3.46349,1943,3,SOM,,
23.577,1943,4,SOM,,
37.8568,1943,5,SOM,,
37.835,1943,6,SOM,,
5.26956,1943,7,SOM,,
2.32399,1943,8,SOM,,
2.96151,1943,9,SOM,,
16.6253,1943,10,SOM,,
15.1521,1943,11,SOM,,
7.78418,1943,12,SOM,,
1.76985,1944,1,SOM,,
0.90058,1944,2,SOM,,
6.55251,1944,3,SOM,,
31.3142,1944,4,SOM,,
43.6753,1944,5,SOM,,
19.1483,1944,6,SOM,,
15.8795,1944,7,SOM,,
12.8271,1944,8,SOM,,
7.93234,1944,9,SOM,,
52.7621,1944,10,SOM,,
18.5008,1944,11,SOM,,
16.5733,1944,12,SOM,,
0.92583,1945,1,SOM,,
0.837,1945,2,SOM,,
2.20039,1945,3,SOM,,
8.88701,1945,4,SOM,,
94.346,1945,5,SOM,,
15.5769,1945,6,SOM,,
11.2192,1945,7,SOM,,
10.901,1945,8,SOM,,
8.89874,1945,9,SOM,,
19.8156,1945,10,SOM,,
22.264,1945,11,SOM,,
4.89091,1945,12,SOM,,
1.19583,1946,1,SOM,,
0.85091,1946,2,SOM,,
4.71058,1946,3,SOM,,
50.7031,1946,4,SOM,,
32.2196,1946,5,SOM,,
23.095,1946,6,SOM,,
12.139,1946,7,SOM,,
9.1389,1946,8,SOM,,
17.8714,1946,9,SOM,,
42.0666,1946,10,SOM,,
11.1833,1946,11,SOM,,
0.93032,1946,12,SOM,,
5.39893,1947,1,SOM,,
1.46541,1947,2,SOM,,
9.69436,1947,3,SOM,,
60.6311,1947,4,SOM,,
64.7837,1947,5,SOM,,
14.46,1947,6,SOM,,
6.55161,1947,7,SOM,,
21.9146,1947,8,SOM,,
10.2798,1947,9,SOM,,
22.9962,1947,10,SOM,,
17.3114,1947,11,SOM,,
2.20734,1947,12,SOM,,
1.10033,1948,1,SOM,,
4.90601,1948,2,SOM,,
13.2359,1948,3,SOM,,
29.0078,1948,4,SOM,,
32.9051,1948,5,SOM,,
15.3497,1948,6,SOM,,
8.63101,1948,7,SOM,,
4.87349,1948,8,SOM,,
8.32582,1948,9,SOM,,
54.1275,1948,10,SOM,,
33.2166,1948,11,SOM,,
7.1711,1948,12,SOM,,
2.28369,1949,1,SOM,,
1.94995,1949,2,SOM,,
6.19015,1949,3,SOM,,
16.5132,1949,4,SOM,,
38.482,1949,5,SOM,,
11.2016,1949,6,SOM,,
11.8343,1949,7,SOM,,
8.57153,1949,8,SOM,,
6.22672,1949,9,SOM,,
36.1251,1949,10,SOM,,
8.51502,1949,11,SOM,,
18.6256,1949,12,SOM,,
3.7607,1950,1,SOM,,
1.45124,1950,2,SOM,,
3.80277,1950,3,SOM,,
29.8628,1950,4,SOM,,
53.9904,1950,5,SOM,,
10.8184,1950,6,SOM,,
14.017,1950,7,SOM,,
11.2557,1950,8,SOM,,
17.1836,1950,9,SOM,,
20.5242,1950,10,SOM,,
12.1051,1950,11,SOM,,
0.79775,1950,12,SOM,,
0.9224,1951,1,SOM,,
1.21533,1951,2,SOM,,
40.094,1951,3,SOM,,
70.677,1951,4,SOM,,
131.775,1951,5,SOM,,
9.52801,1951,6,SOM,,
12.2058,1951,7,SOM,,
8.639,1951,8,SOM,,
7.46608,1951,9,SOM,,
65.5332,1951,10,SOM,,
45.4021,1951,11,SOM,,
24.672,1951,12,SOM,,
0.98814,1952,1,SOM,,
2.75135,1952,2,SOM,,
10.1505,1952,3,SOM,,
44.0181,1952,4,SOM,,
20.8015,1952,5,SOM,,
12.1833,1952,6,SOM,,
4.40298,1952,7,SOM,,
7.30327,1952,8,SOM,,
11.4429,1952,9,SOM,,
40.2117,1952,10,SOM,,
28.9511,1952,11,SOM,,
6.61181,1952,12,SOM,,
1.33472,1953,1,SOM,,
3.17131,1953,2,SOM,,
2.94889,1953,3,SOM,,
46.4368,1953,4,SOM,,
54.6839,1953,5,SOM,,
16.2724,1953,6,SOM,,
20.8894,1953,7,SOM,,
19.0146,1953,8,SOM,,
7.86097,1953,9,SOM,,
41.1784,1953,10,SOM,,
17.1333,1953,11,SOM,,
6.21659,1953,12,SOM,,
0.92315,1954,1,SOM,,
2.47025,1954,2,SOM,,
9.49711,1954,3,SOM,,
56.4474,1954,4,SOM,,
33.383,1954,5,SOM,,
12.7112,1954,6,SOM,,
9.15443,1954,7,SOM,,
10.7709,1954,8,SOM,,
9.57791,1954,9,SOM,,
26.4731,1954,10,SOM,,
25.8485,1954,11,SOM,,
2.89608,1954,12,SOM,,
8.31604,1955,1,SOM,,
0.83758,1955,2,SOM,,
1.92922,1955,3,SOM,,
40.7315,1955,4,SOM,,
43.7937,1955,5,SOM,,
9.44053,1955,6,SOM,,
9.74377,1955,7,SOM,,
6.75112,1955,8,SOM,,
7.91984,1955,9,SOM,,
14.9523,1955,10,SOM,,
10.4991,1955,11,SOM,,
4.35845,1955,12,SOM,,
2.45254,1956,1,SOM,,
0.96241,1956,2,SOM,,
9.77455,1956,3,SOM,,
56.5438,1956,4,SOM,,
37.5256,1956,5,SOM,,
10.0831,1956,6,SOM,,
10.687,1956,7,SOM,,
8.5515,1956,8,SOM,,
7.1256,1956,9,SOM,,
39.1576,1956,10,SOM,,
22.2863,1956,11,SOM,,
27.9423,1956,12,SOM,,
7.36055,1957,1,SOM,,
4.21752,1957,2,SOM,,
9.44556,1957,3,SOM,,
47.9216,1957,4,SOM,,
73.1679,1957,5,SOM,,
12.6095,1957,6,SOM,,
11.2605,1957,7,SOM,,
9.94582,1957,8,SOM,,
7.50072,1957,9,SOM,,
39.5523,1957,10,SOM,,
72.224,1957,11,SOM,,
16.1027,1957,12,SOM,,
6.49431,1958,1,SOM,,
2.88798,1958,2,SOM,,
2.95473,1958,3,SOM,,
54.4853,1958,4,SOM,,
43.7538,1958,5,SOM,,
17.3466,1958,6,SOM,,
10.3691,1958,7,SOM,,
11.3845,1958,8,SOM,,
7.92469,1958,9,SOM,,
17.5468,1958,10,SOM,,
5.66192,1958,11,SOM,,
20.3279,1958,12,SOM,,
4.77831,1959,1,SOM,,
2.25142,1959,2,SOM,,
9.69819,1959,3,SOM,,
47.3942,1959,4,SOM,,
25.5967,1959,5,SOM,,
14.1093,1959,6,SOM,,
25.9647,1959,7,SOM,,
10.138,1959,8,SOM,,
19.1686,1959,9,SOM,,
24.7566,1959,10,SOM,,
24.8181,1959,11,SOM,,
5.34178,1959,12,SOM,,
1.31569,1960,1,SOM,,
1.27625,1960,2,SOM,,
34.9831,1960,3,SOM,,
86.4874,1960,4,SOM,,
65.2727,1960,5,SOM,,
17.3834,1960,6,SOM,,
7.48785,1960,7,SOM,,
5.55684,1960,8,SOM,,
7.33415,1960,9,SOM,,
46.6571,1960,10,SOM,,
19.6969,1960,11,SOM,,
4.67884,1960,12,SOM,,
1.23256,1961,1,SOM,,
1.14443,1961,2,SOM,,
5.78531,1961,3,SOM,,
21.8148,1961,4,SOM,,
55.4132,1961,5,SOM,,
6.60756,1961,6,SOM,,
30.82,1961,7,SOM,,
22.9594,1961,8,SOM,,
31.5402,1961,9,SOM,,
67.0287,1961,10,SOM,,
136.237,1961,11,SOM,,
23.6981,1961,12,SOM,,
3.42071,1962,1,SOM,,
1.90251,1962,2,SOM,,
10.0855,1962,3,SOM,,
70.0782,1962,4,SOM,,
57.0557,1962,5,SOM,,
6.28414,1962,6,SOM,,
11.2468,1962,7,SOM,,
9.29999,1962,8,SOM,,
7.55121,1962,9,SOM,,
47.7162,1962,10,SOM,,
10.9132,1962,11,SOM,,
2.51864,1962,12,SOM,,
3.02313,1963,1,SOM,,
3.64462,1963,2,SOM,,
2.58102,1963,3,SOM,,
128.588,1963,4,SOM,,
49.454,1963,5,SOM,,
18.5106,1963,6,SOM,,
10.577,1963,7,SOM,,
6.92649,1963,8,SOM,,
26.8894,1963,9,SOM,,
16.7019,1963,10,SOM,,
64.2093,1963,11,SOM,,
16.6737,1963,12,SOM,,
11.6566,1964,1,SOM,,
1.68322,1964,2,SOM,,
8.86493,1964,3,SOM,,
92.6448,1964,4,SOM,,
80.9289,1964,5,SOM,,
12.5292,1964,6,SOM,,
10.3091,1964,7,SOM,,
20.7826,1964,8,SOM,,
9.48874,1964,9,SOM,,
24.3678,1964,10,SOM,,
3.31695,1964,11,SOM,,
11.1676,1964,12,SOM,,
1.63824,1965,1,SOM,,
0.99848,1965,2,SOM,,
3.27261,1965,3,SOM,,
41.9879,1965,4,SOM,,
40.9322,1965,5,SOM,,
23.2612,1965,6,SOM,,
10.0899,1965,7,SOM,,
5.90722,1965,8,SOM,,
13.8777,1965,9,SOM,,
87.6442,1965,10,SOM,,
54.053,1965,11,SOM,,
1.73432,1965,12,SOM,,
1.45942,1966,1,SOM,,
6.0059,1966,2,SOM,,
15.9092,1966,3,SOM,,
71.7318,1966,4,SOM,,
23.4002,1966,5,SOM,,
15.0305,1966,6,SOM,,
5.51057,1966,7,SOM,,
16.6849,1966,8,SOM,,
10.5396,1966,9,SOM,,
94.2298,1966,10,SOM,,
23.7286,1966,11,SOM,,
0.97752,1966,12,SOM,,
1.05053,1967,1,SOM,,
0.81894,1967,2,SOM,,
36.1915,1967,3,SOM,,
52.2343,1967,4,SOM,,
84.1919,1967,5,SOM,,
27.3881,1967,6,SOM,,
12.5677,1967,7,SOM,,
15.8623,1967,8,SOM,,
13.5476,1967,9,SOM,,
78.2366,1967,10,SOM,,
100.308,1967,11,SOM,,
0.74538,1967,12,SOM,,
0.8874,1968,1,SOM,,
16.3307,1968,2,SOM,,
23.0313,1968,3,SOM,,
